class,clip_id,split,n_frames_orig,frame_idx_min,frame_idx_max,token_type,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,label_id
chest fly machine,chest fly machine|g19,train,1,,,alpha_num,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,data/chest fly machine/cfm_g19.jpg,2
chest fly machine,chest fly machine|g2,train,1,,,alpha_num,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,data/chest fly machine/cfm_g2.jpg,2
chest fly machine,chest fly machine|g20,train,1,,,alpha_num,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,data/chest fly machine/cfm_g20.jpg,2
chest fly machine,chest fly machine|g21,train,1,,,alpha_num,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,data/chest fly machine/cfm_g21.jpg,2
chest fly machine,chest fly machine|g22,train,1,,,alpha_num,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,data/chest fly machine/cfm_g22.jpg,2
chest fly machine,chest fly machine|g23,val,1,,,alpha_num,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,data/chest fly machine/cfm_g23.jpg,2
chest fly machine,chest fly machine|g24,train,1,,,alpha_num,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,data/chest fly machine/cfm_g24.jpg,2
chest fly machine,chest fly machine|g25,train,1,,,alpha_num,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,data/chest fly machine/cfm_g25.jpg,2
chest fly machine,chest fly machine|g26,train,1,,,alpha_num,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,data/chest fly machine/cfm_g26.jpg,2
chest fly machine,chest fly machine|g27,train,1,,,alpha_num,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,data/chest fly machine/cfm_g27.jpg,2
chest fly machine,chest fly machine|g28,train,1,,,alpha_num,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,data/chest fly machine/cfm_g28.jpg,2
chest fly machine,chest fly machine|g3,train,1,,,alpha_num,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,data/chest fly machine/cfm_g3.jpg,2
chest fly machine,chest fly machine|g4,train,1,,,alpha_num,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,data/chest fly machine/cfm_g4.jpg,2
chest fly machine,chest fly machine|g5,val,1,,,alpha_num,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,data/chest fly machine/cfm_g5.jpg,2
chest fly machine,chest fly machine|g6,train,1,,,alpha_num,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,data/chest fly machine/cfm_g6.jpg,2
chest fly machine,chest fly machine|g7,train,1,,,alpha_num,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,data/chest fly machine/cfm_g7.jpg,2
chest fly machine,chest fly machine|g8,train,1,,,alpha_num,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,data/chest fly machine/cfm_g8.jpg,2
chest fly machine,chest fly machine|g9,train,1,,,alpha_num,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,data/chest fly machine/cfm_g9.jpg,2
chest fly machine,chest fly machine|num_10,train,15,1.0,141.0,numeric,data/chest fly machine/cfm_100001.jpg,data/chest fly machine/cfm_100011.jpg,data/chest fly machine/cfm_100021.jpg,data/chest fly machine/cfm_100031.jpg,data/chest fly machine/cfm_100041.jpg,data/chest fly machine/cfm_100051.jpg,data/chest fly machine/cfm_100061.jpg,data/chest fly machine/cfm_100071.jpg,data/chest fly machine/cfm_100081.jpg,data/chest fly machine/cfm_100091.jpg,data/chest fly machine/cfm_100101.jpg,data/chest fly machine/cfm_100111.jpg,data/chest fly machine/cfm_100121.jpg,data/chest fly machine/cfm_100131.jpg,data/chest fly machine/cfm_100141.jpg,data/chest fly machine/cfm_100141.jpg,2
chest fly machine,chest fly machine|num_100,train,10,1.0,91.0,numeric,data/chest fly machine/cfm_1000001.jpg,data/chest fly machine/cfm_1000011.jpg,data/chest fly machine/cfm_1000021.jpg,data/chest fly machine/cfm_1000031.jpg,data/chest fly machine/cfm_1000041.jpg,data/chest fly machine/cfm_1000051.jpg,data/chest fly machine/cfm_1000061.jpg,data/chest fly machine/cfm_1000071.jpg,data/chest fly machine/cfm_1000081.jpg,data/chest fly machine/cfm_1000091.jpg,data/chest fly machine/cfm_1000091.jpg,data/chest fly machine/cfm_1000091.jpg,data/chest fly machine/cfm_1000091.jpg,data/chest fly machine/cfm_1000091.jpg,data/chest fly machine/cfm_1000091.jpg,data/chest fly machine/cfm_1000091.jpg,2
chest fly machine,chest fly machine|num_110,train,11,1.0,101.0,numeric,data/chest fly machine/cfm_1100001.jpg,data/chest fly machine/cfm_1100011.jpg,data/chest fly machine/cfm_1100021.jpg,data/chest fly machine/cfm_1100031.jpg,data/chest fly machine/cfm_1100041.jpg,data/chest fly machine/cfm_1100051.jpg,data/chest fly machine/cfm_1100061.jpg,data/chest fly machine/cfm_1100071.jpg,data/chest fly machine/cfm_1100081.jpg,data/chest fly machine/cfm_1100091.jpg,data/chest fly machine/cfm_1100101.jpg,data/chest fly machine/cfm_1100101.jpg,data/chest fly machine/cfm_1100101.jpg,data/chest fly machine/cfm_1100101.jpg,data/chest fly machine/cfm_1100101.jpg,data/chest fly machine/cfm_1100101.jpg,2
chest fly machine,chest fly machine|num_120,val,11,1.0,101.0,numeric,data/chest fly machine/cfm_1200001.jpg,data/chest fly machine/cfm_1200011.jpg,data/chest fly machine/cfm_1200021.jpg,data/chest fly machine/cfm_1200031.jpg,data/chest fly machine/cfm_1200041.jpg,data/chest fly machine/cfm_1200051.jpg,data/chest fly machine/cfm_1200061.jpg,data/chest fly machine/cfm_1200071.jpg,data/chest fly machine/cfm_1200081.jpg,data/chest fly machine/cfm_1200091.jpg,data/chest fly machine/cfm_1200101.jpg,data/chest fly machine/cfm_1200101.jpg,data/chest fly machine/cfm_1200101.jpg,data/chest fly machine/cfm_1200101.jpg,data/chest fly machine/cfm_1200101.jpg,data/chest fly machine/cfm_1200101.jpg,2
chest fly machine,chest fly machine|num_130,train,9,1.0,81.0,numeric,data/chest fly machine/cfm_1300001.jpg,data/chest fly machine/cfm_1300011.jpg,data/chest fly machine/cfm_1300021.jpg,data/chest fly machine/cfm_1300031.jpg,data/chest fly machine/cfm_1300041.jpg,data/chest fly machine/cfm_1300051.jpg,data/chest fly machine/cfm_1300061.jpg,data/chest fly machine/cfm_1300071.jpg,data/chest fly machine/cfm_1300081.jpg,data/chest fly machine/cfm_1300081.jpg,data/chest fly machine/cfm_1300081.jpg,data/chest fly machine/cfm_1300081.jpg,data/chest fly machine/cfm_1300081.jpg,data/chest fly machine/cfm_1300081.jpg,data/chest fly machine/cfm_1300081.jpg,data/chest fly machine/cfm_1300081.jpg,2
chest fly machine,chest fly machine|num_140,train,11,1.0,101.0,numeric,data/chest fly machine/cfm_1400001.jpg,data/chest fly machine/cfm_1400011.jpg,data/chest fly machine/cfm_1400021.jpg,data/chest fly machine/cfm_1400031.jpg,data/chest fly machine/cfm_1400041.jpg,data/chest fly machine/cfm_1400051.jpg,data/chest fly machine/cfm_1400061.jpg,data/chest fly machine/cfm_1400071.jpg,data/chest fly machine/cfm_1400081.jpg,data/chest fly machine/cfm_1400091.jpg,data/chest fly machine/cfm_1400101.jpg,data/chest fly machine/cfm_1400101.jpg,data/chest fly machine/cfm_1400101.jpg,data/chest fly machine/cfm_1400101.jpg,data/chest fly machine/cfm_1400101.jpg,data/chest fly machine/cfm_1400101.jpg,2
chest fly machine,chest fly machine|num_150,train,15,1.0,141.0,numeric,data/chest fly machine/cfm_1500001.jpg,data/chest fly machine/cfm_1500011.jpg,data/chest fly machine/cfm_1500021.jpg,data/chest fly machine/cfm_1500031.jpg,data/chest fly machine/cfm_1500041.jpg,data/chest fly machine/cfm_1500051.jpg,data/chest fly machine/cfm_1500061.jpg,data/chest fly machine/cfm_1500071.jpg,data/chest fly machine/cfm_1500081.jpg,data/chest fly machine/cfm_1500091.jpg,data/chest fly machine/cfm_1500101.jpg,data/chest fly machine/cfm_1500111.jpg,data/chest fly machine/cfm_1500121.jpg,data/chest fly machine/cfm_1500131.jpg,data/chest fly machine/cfm_1500141.jpg,data/chest fly machine/cfm_1500141.jpg,2
chest fly machine,chest fly machine|num_160,train,6,1.0,51.0,numeric,data/chest fly machine/cfm_1600001.jpg,data/chest fly machine/cfm_1600011.jpg,data/chest fly machine/cfm_1600021.jpg,data/chest fly machine/cfm_1600031.jpg,data/chest fly machine/cfm_1600041.jpg,data/chest fly machine/cfm_1600051.jpg,data/chest fly machine/cfm_1600051.jpg,data/chest fly machine/cfm_1600051.jpg,data/chest fly machine/cfm_1600051.jpg,data/chest fly machine/cfm_1600051.jpg,data/chest fly machine/cfm_1600051.jpg,data/chest fly machine/cfm_1600051.jpg,data/chest fly machine/cfm_1600051.jpg,data/chest fly machine/cfm_1600051.jpg,data/chest fly machine/cfm_1600051.jpg,data/chest fly machine/cfm_1600051.jpg,2
chest fly machine,chest fly machine|num_170,val,13,1.0,121.0,numeric,data/chest fly machine/cfm_1700001.jpg,data/chest fly machine/cfm_1700011.jpg,data/chest fly machine/cfm_1700021.jpg,data/chest fly machine/cfm_1700031.jpg,data/chest fly machine/cfm_1700041.jpg,data/chest fly machine/cfm_1700051.jpg,data/chest fly machine/cfm_1700061.jpg,data/chest fly machine/cfm_1700071.jpg,data/chest fly machine/cfm_1700081.jpg,data/chest fly machine/cfm_1700091.jpg,data/chest fly machine/cfm_1700101.jpg,data/chest fly machine/cfm_1700111.jpg,data/chest fly machine/cfm_1700121.jpg,data/chest fly machine/cfm_1700121.jpg,data/chest fly machine/cfm_1700121.jpg,data/chest fly machine/cfm_1700121.jpg,2
chest fly machine,chest fly machine|num_180,train,12,1.0,111.0,numeric,data/chest fly machine/cfm_1800001.jpg,data/chest fly machine/cfm_1800011.jpg,data/chest fly machine/cfm_1800021.jpg,data/chest fly machine/cfm_1800031.jpg,data/chest fly machine/cfm_1800041.jpg,data/chest fly machine/cfm_1800051.jpg,data/chest fly machine/cfm_1800061.jpg,data/chest fly machine/cfm_1800071.jpg,data/chest fly machine/cfm_1800081.jpg,data/chest fly machine/cfm_1800091.jpg,data/chest fly machine/cfm_1800101.jpg,data/chest fly machine/cfm_1800111.jpg,data/chest fly machine/cfm_1800111.jpg,data/chest fly machine/cfm_1800111.jpg,data/chest fly machine/cfm_1800111.jpg,data/chest fly machine/cfm_1800111.jpg,2
chest fly machine,chest fly machine|num_190,train,31,1.0,301.0,numeric,data/chest fly machine/cfm_1900001.jpg,data/chest fly machine/cfm_1900021.jpg,data/chest fly machine/cfm_1900041.jpg,data/chest fly machine/cfm_1900061.jpg,data/chest fly machine/cfm_1900081.jpg,data/chest fly machine/cfm_1900101.jpg,data/chest fly machine/cfm_1900121.jpg,data/chest fly machine/cfm_1900141.jpg,data/chest fly machine/cfm_1900161.jpg,data/chest fly machine/cfm_1900181.jpg,data/chest fly machine/cfm_1900201.jpg,data/chest fly machine/cfm_1900221.jpg,data/chest fly machine/cfm_1900241.jpg,data/chest fly machine/cfm_1900261.jpg,data/chest fly machine/cfm_1900281.jpg,data/chest fly machine/cfm_1900301.jpg,2
chest fly machine,chest fly machine|num_20,train,10,1.0,91.0,numeric,data/chest fly machine/cfm_200001.jpg,data/chest fly machine/cfm_200011.jpg,data/chest fly machine/cfm_200021.jpg,data/chest fly machine/cfm_200031.jpg,data/chest fly machine/cfm_200041.jpg,data/chest fly machine/cfm_200051.jpg,data/chest fly machine/cfm_200061.jpg,data/chest fly machine/cfm_200071.jpg,data/chest fly machine/cfm_200081.jpg,data/chest fly machine/cfm_200091.jpg,data/chest fly machine/cfm_200091.jpg,data/chest fly machine/cfm_200091.jpg,data/chest fly machine/cfm_200091.jpg,data/chest fly machine/cfm_200091.jpg,data/chest fly machine/cfm_200091.jpg,data/chest fly machine/cfm_200091.jpg,2
chest fly machine,chest fly machine|num_200,train,20,1.0,191.0,numeric,data/chest fly machine/cfm_2000001.jpg,data/chest fly machine/cfm_2000011.jpg,data/chest fly machine/cfm_2000021.jpg,data/chest fly machine/cfm_2000031.jpg,data/chest fly machine/cfm_2000051.jpg,data/chest fly machine/cfm_2000061.jpg,data/chest fly machine/cfm_2000071.jpg,data/chest fly machine/cfm_2000081.jpg,data/chest fly machine/cfm_2000101.jpg,data/chest fly machine/cfm_2000111.jpg,data/chest fly machine/cfm_2000121.jpg,data/chest fly machine/cfm_2000131.jpg,data/chest fly machine/cfm_2000151.jpg,data/chest fly machine/cfm_2000161.jpg,data/chest fly machine/cfm_2000171.jpg,data/chest fly machine/cfm_2000191.jpg,2
chest fly machine,chest fly machine|num_210,test,19,1.0,181.0,numeric,data/chest fly machine/cfm_2100001.jpg,data/chest fly machine/cfm_2100011.jpg,data/chest fly machine/cfm_2100021.jpg,data/chest fly machine/cfm_2100031.jpg,data/chest fly machine/cfm_2100041.jpg,data/chest fly machine/cfm_2100061.jpg,data/chest fly machine/cfm_2100071.jpg,data/chest fly machine/cfm_2100081.jpg,data/chest fly machine/cfm_2100091.jpg,data/chest fly machine/cfm_2100101.jpg,data/chest fly machine/cfm_2100121.jpg,data/chest fly machine/cfm_2100131.jpg,data/chest fly machine/cfm_2100141.jpg,data/chest fly machine/cfm_2100151.jpg,data/chest fly machine/cfm_2100161.jpg,data/chest fly machine/cfm_2100181.jpg,2
chest fly machine,chest fly machine|num_220,train,45,1.0,441.0,numeric,data/chest fly machine/cfm_2200001.jpg,data/chest fly machine/cfm_2200021.jpg,data/chest fly machine/cfm_2200051.jpg,data/chest fly machine/cfm_2200081.jpg,data/chest fly machine/cfm_2200111.jpg,data/chest fly machine/cfm_2200141.jpg,data/chest fly machine/cfm_2200171.jpg,data/chest fly machine/cfm_2200201.jpg,data/chest fly machine/cfm_2200231.jpg,data/chest fly machine/cfm_2200261.jpg,data/chest fly machine/cfm_2200291.jpg,data/chest fly machine/cfm_2200321.jpg,data/chest fly machine/cfm_2200351.jpg,data/chest fly machine/cfm_2200381.jpg,data/chest fly machine/cfm_2200411.jpg,data/chest fly machine/cfm_2200441.jpg,2
chest fly machine,chest fly machine|num_230,train,42,1.0,411.0,numeric,data/chest fly machine/cfm_2300001.jpg,data/chest fly machine/cfm_2300021.jpg,data/chest fly machine/cfm_2300051.jpg,data/chest fly machine/cfm_2300081.jpg,data/chest fly machine/cfm_2300101.jpg,data/chest fly machine/cfm_2300131.jpg,data/chest fly machine/cfm_2300161.jpg,data/chest fly machine/cfm_2300191.jpg,data/chest fly machine/cfm_2300211.jpg,data/chest fly machine/cfm_2300241.jpg,data/chest fly machine/cfm_2300271.jpg,data/chest fly machine/cfm_2300301.jpg,data/chest fly machine/cfm_2300321.jpg,data/chest fly machine/cfm_2300351.jpg,data/chest fly machine/cfm_2300381.jpg,data/chest fly machine/cfm_2300411.jpg,2
chest fly machine,chest fly machine|num_240,val,18,1.0,171.0,numeric,data/chest fly machine/cfm_2400001.jpg,data/chest fly machine/cfm_2400011.jpg,data/chest fly machine/cfm_2400021.jpg,data/chest fly machine/cfm_2400031.jpg,data/chest fly machine/cfm_2400041.jpg,data/chest fly machine/cfm_2400051.jpg,data/chest fly machine/cfm_2400061.jpg,data/chest fly machine/cfm_2400071.jpg,data/chest fly machine/cfm_2400091.jpg,data/chest fly machine/cfm_2400101.jpg,data/chest fly machine/cfm_2400111.jpg,data/chest fly machine/cfm_2400121.jpg,data/chest fly machine/cfm_2400131.jpg,data/chest fly machine/cfm_2400141.jpg,data/chest fly machine/cfm_2400151.jpg,data/chest fly machine/cfm_2400171.jpg,2
chest fly machine,chest fly machine|num_250,train,26,1.0,251.0,numeric,data/chest fly machine/cfm_2500001.jpg,data/chest fly machine/cfm_2500011.jpg,data/chest fly machine/cfm_2500031.jpg,data/chest fly machine/cfm_2500051.jpg,data/chest fly machine/cfm_2500061.jpg,data/chest fly machine/cfm_2500081.jpg,data/chest fly machine/cfm_2500101.jpg,data/chest fly machine/cfm_2500111.jpg,data/chest fly machine/cfm_2500131.jpg,data/chest fly machine/cfm_2500151.jpg,data/chest fly machine/cfm_2500161.jpg,data/chest fly machine/cfm_2500181.jpg,data/chest fly machine/cfm_2500201.jpg,data/chest fly machine/cfm_2500211.jpg,data/chest fly machine/cfm_2500231.jpg,data/chest fly machine/cfm_2500251.jpg,2
chest fly machine,chest fly machine|num_260,train,76,1.0,751.0,numeric,data/chest fly machine/cfm_2600001.jpg,data/chest fly machine/cfm_2600051.jpg,data/chest fly machine/cfm_2600101.jpg,data/chest fly machine/cfm_2600151.jpg,data/chest fly machine/cfm_2600201.jpg,data/chest fly machine/cfm_2600251.jpg,data/chest fly machine/cfm_2600301.jpg,data/chest fly machine/cfm_2600351.jpg,data/chest fly machine/cfm_2600401.jpg,data/chest fly machine/cfm_2600451.jpg,data/chest fly machine/cfm_2600501.jpg,data/chest fly machine/cfm_2600551.jpg,data/chest fly machine/cfm_2600601.jpg,data/chest fly machine/cfm_2600651.jpg,data/chest fly machine/cfm_2600701.jpg,data/chest fly machine/cfm_2600751.jpg,2
chest fly machine,chest fly machine|num_270,train,9,1.0,81.0,numeric,data/chest fly machine/cfm_2700001.jpg,data/chest fly machine/cfm_2700011.jpg,data/chest fly machine/cfm_2700021.jpg,data/chest fly machine/cfm_2700031.jpg,data/chest fly machine/cfm_2700041.jpg,data/chest fly machine/cfm_2700051.jpg,data/chest fly machine/cfm_2700061.jpg,data/chest fly machine/cfm_2700071.jpg,data/chest fly machine/cfm_2700081.jpg,data/chest fly machine/cfm_2700081.jpg,data/chest fly machine/cfm_2700081.jpg,data/chest fly machine/cfm_2700081.jpg,data/chest fly machine/cfm_2700081.jpg,data/chest fly machine/cfm_2700081.jpg,data/chest fly machine/cfm_2700081.jpg,data/chest fly machine/cfm_2700081.jpg,2
